794.658	1.49031	351.436	299.16
1084.12	330.165	636.011	659.378
1066.11	278.947	933.99	0.479324
1279.37	329.16	1016.02	374.645
633.102	657.905	350.69	302.012
552.451	359.174	334.797	0.729385
1006.06	290.087	637.931	556.905
1108.3	0.346687	1022.18	75.2019
950.404	387.234	776.774	72.1243
418.981	500.869	506.992	501.76
225.903	207.093	153.871	214.794
1034.7	179.45	1097.34	144.803
1002.13	396.204	1069.87	388.782
135.816	153.576	73.4293	121.005
1077.06	583.547	1136.09	576.835
186.644	140.473	6.35252	0.842461
662.76	594.18	439.938	299.047
56.9797	336.102	0.0400772	324.798
829.904	474.693	634.787	164.76
745.95	532.033	538.187	230.557
909.245	413.854	729.223	101.003
863.896	9.84625	441.714	295.579
989.165	357.981	821.468	38.7918
891.911	59.3094	477.211	344.305
985.994	438.555	1041	437.767
914.573	110.384	509.967	391.952
789.275	505.169	588.323	199.788
869.414	443.746	682.563	133.057
1027.58	328.21	866.137	8.433
940.831	156.174	545.097	435.137
375.398	338.294	385.061	390.989
72.0828	305.345	125.12	312.051
980.826	408.958	983.506	462.025
961.691	203.565	577.944	476.921
1226.96	138.662	1278.99	142.165
706.142	565.186	557.672	359.774
1088.03	328.063	1082.87	233.991
985.525	246.73	695.82	454.752
1028.56	329.759	664.407	595.558
220.597	127.254	182.804	96.996
785.466	640.715	739.561	626.409
1034.9	592.308	942.738	577.396
417.262	152.828	442.257	190.831
120.736	263.896	104.332	305.525
1213.91	89.7195	1226.5	130.538
1029.63	367.478	1070.36	357.462
209.91	219.131	250.1	214.965
195.464	81.0371	183.664	41.0568
1279.2	128.508	1229.98	132.169
714.834	50.016	710.982	10.0983
215.069	66.9305	187.999	40.0013
316.289	199.205	278.968	193.197
1150.04	90.2265	1173.69	60.7501
127.726	314.751	142.662	280.418
1039.02	398.148	1003.05	402.385
1113.59	142.253	1148.77	134.009
187.972	246.115	79.0389	255.443
684.672	57.3273	659.698	32.3016
453.414	463.788	420.116	471.501
1197.32	60.3284	1211.96	89.0198
1080.88	233.693	1051.15	245.391
1088.85	573.329	1058.06	580.254
668.044	47.9725	684.612	74.2447
30.1367	292.276	0.0749426	286.603
94.0383	633.534	64.0492	635.686
133.835	230.883	117.143	254.392
775.165	565.003	774.627	593.012
191.6	252.423	206.939	230.662
52.6225	296.315	33.7587	279.165
181.013	97.6415	156.009	96.7439
82.0282	332.11	58.3092	338.204
57.2018	36.7549	73.2703	53.7443
160.544	270.24	181.936	260.854
88.1555	43.7734	72.3903	26.5583
289.279	139.098	291.046	116.004
76.2679	342.644	66.3082	363.15
249.126	212.54	227.383	206.598
1219.96	593.987	1198	593.055
1258.03	534.8	1279.02	537.843
808.079	637.518	787.111	640.726
316.064	539.564	294.997	541.972
291.737	211.963	311.876	217.455
152.555	216.375	135.605	228.445
355.332	168.792	366.067	185.958
