646.246	719.207	1016.85	278.716
694.077	163.797	319.421	451.245
318.828	454.05	556.058	718.948
1017.52	275.481	695.916	165.244
1279.22	329.375	998.153	375.375
403.186	111.888	336.168	0.89875
1083.58	276.698	1014.96	298.879
1034.65	179.371	1097.83	144.697
35.9161	229.438	2.79152	293.374
626.582	659.521	948.079	298.959
138.956	194.904	78.428	222.757
1017.33	365.18	1010.03	298.775
581.879	615.875	900.794	281.81
1199.27	61.4196	1225.24	118.436
1007.56	297.041	1064.13	271.285
1088.14	339.936	1082.9	236.011
857.506	265.517	540.011	578.034
780.35	235.401	471.289	509.316
672.765	607.099	427.369	400.558
624.643	658.378	389.204	434.796
819.891	247.792	505.032	541.035
850.751	84.8258	819.132	130.092
756.576	513.147	500.239	340.088
747.803	220.557	438.942	481.757
714.79	557.279	465.954	370.064
829.564	431.986	567.738	287.621
371.916	330.217	382.086	380.983
713.001	209.998	411.132	455.161
1.17244	93.7173	44.0701	119.885
131.788	207.912	180.874	198.354
685.597	196.482	386.578	430.466
792.796	470.334	538.803	315.336
890.774	359.513	629.333	240.27
1278.95	124.423	1118.66	138.481
860.854	394.291	603.768	265.482
1082.55	233.776	1038.1	250.269
946.717	296.753	687.04	197.91
173.893	204.54	129.72	214.794
919.945	327.13	662.631	219.875
178.184	263.687	110.559	282.35
222.872	216.211	187.704	194.842
1237.98	139.334	1278.98	142.235
187.967	253.975	145.008	255.753
116.651	267.875	152.607	256.733
77.7315	224.661	50.4393	246.293
174.041	260.528	142.003	263.044
1156.97	80.973	1177.09	57.2282
134.06	300.432	106.664	306.765
28.63	17.4836	6.54897	0.5895
202.067	206.437	175.092	203.225
135.951	286.5	108.917	289.156
189.224	254.167	205.092	232.812
82.8742	49.1543	103.324	65.8286
108.066	296.086	134.031	294.501
78.7342	202.88	89.2276	179.651
1149.75	109.079	1152.41	83.8327
901.078	22.0535	915.355	1.24337
60.6848	31.3017	78.3592	48.6337
1035.81	250.111	1033.57	226.04
98.9605	48.068	78.3572	36.1073
993.013	390.006	993.153	366.995
161.79	188.012	139.724	192.7
184.04	195.897	163.453	187.841
291.727	212.069	312.881	217.468
1100.47	151.827	1117.96	141.931
