1011.64	316.6	635.387	659.516
354.793	316.987	632.85	657.122
791.949	2.92868	355.566	314.392
1012.07	296.949	793.622	1.54041
1279.22	329.233	998.478	377.981
426.89	151.067	335.609	0.236336
800.284	98.3779	464.355	350.475
320.742	1.16467	385.851	103.095
911.543	242.639	596.16	509.19
419.992	500.937	501.003	501.648
1108.26	0.295975	1050.58	50.5173
95.0596	1.93192	149.976	50.0277
1082.87	276.605	1014.28	298.861
1035.04	179.072	1097.33	144.777
136.738	153.599	68.7056	119.382
1034.91	249.044	1032.26	183.03
10.8692	197.063	8.72898	260.991
216.938	208.425	153.913	215.185
1088.36	338.976	1082.81	236.016
1199.71	62.6767	1224.16	116.474
882.187	48.1341	916.46	0.329741
56.9565	336.219	0.023735	324.881
856.695	170.864	530.114	431.414
655.414	585.669	431.985	309.81
695.215	554.039	475.201	279.839
938.05	278.891	628.599	547.536
730.322	518.741	515.584	248.105
1017.62	365.171	1011.62	316.171
837.005	427.232	633.009	163.219
882.517	208.409	562.973	470.762
774.466	60.2527	433.751	307.656
1021.11	366.656	1069.1	358.614
768.128	489.126	557.24	220.815
1082.49	233.642	1037.26	250.69
963.832	314.811	657.769	587.867
801.833	456.13	596.409	192.462
828.374	135.206	500.006	389.01
1232.96	128.514	1278.98	124.767
617.071	-0.0051918	620.421	46.0421
868.972	396.012	670.161	136.376
902.977	369.264	707.106	111.921
932.844	339.106	741.435	85.1645
964.813	313.395	775.908	62.0756
1239.96	139.537	1278.99	142.11
1152.68	85.7133	1178.46	56.6317
120.91	261.366	106.86	296.345
206.78	219.402	242.921	214.423
127.2	314.509	141.139	281.635
193.733	74.4005	182.962	40.0711
124.909	313.302	12.07	283.802
314.06	198.561	279.879	193.888
674.329	74.0634	671.214	41.0742
631.387	68.7713	656.94	89.0749
377.111	349.176	383.43	381.113
1064.74	271.387	1011.89	294.609
1118.77	139.685	1148.9	134.436
248.165	212.086	218.24	206.673
157.924	248.489	187.861	244.059
908.786	0.851727	892.82	23.8751
28.6126	17.5067	6.5265	0.619261
152.355	216.132	131.164	231.875
24.8569	101.183	4.19788	85.0256
1227.97	132.504	1253	133.956
87.1993	43.6722	71.2288	24.6474
200.244	109.62	180.622	97.0309
647.295	47.2433	669.967	41.8612
736.014	617.868	712.952	615.462
161.131	270.251	181.362	259.693
80.1446	332.561	58.3075	338.192
75.631	344.304	65.4899	364.249
292.879	212.489	312.888	217.453
1100.48	151.856	1117.99	141.983
1259.01	131.28	1279.01	130.242
