635.676	635.397	1192.95	365.891
830.4	1.41109	513.033	310.034
1177.9	342.08	915.038	0.740555
509.844	315.452	634.253	633.292
426.194	149.882	335.67	0.199638
851.11	479.404	691.308	182.834
931.782	160.028	590.72	417.962
1279.28	329.73	1179.51	346.082
448.24	306.779	415.652	400.531
518.002	500.247	420.999	499.633
79.4343	342.862	-0.330593	326.634
454.489	459.878	478.555	357.913
1072.84	363.687	659.421	581.816
1035.61	307.335	643.068	537.1
1074.61	362.577	845.652	37.5399
216.283	161.602	106.926	83.1043
384.216	365.126	415.811	310.89
998.732	255.129	623.39	496.611
429.572	404.828	458.383	350.148
350.141	263.685	366.462	322.873
961.938	207.914	607.759	455.657
1008.98	393.012	803.13	77.5707
953.107	426.733	763.794	116.514
117.832	305.924	0.442604	284.573
872.116	75.2748	561.288	345.331
1048.74	171.525	1097.37	144.845
899.777	117.725	576.936	379.906
371.341	330.239	379.225	384.968
843.878	37.8691	549.021	310.014
898.707	452.167	724.614	147.782
805.941	502.027	657.174	209.908
160.633	208.722	110.467	223.145
230.685	200.637	2.94003	86.9098
764.805	524.096	628.202	240.903
1230.08	134.015	1279.02	130.258
220.888	127.905	182.81	97.002
726.262	543.873	598.158	263.817
691.549	564.76	572.694	292.131
657.783	580.684	546.36	311.649
1211.97	85.6754	1226.32	128.559
161.814	60.0512	195.231	88.7313
86.9389	271.393	120.208	296.727
1237.92	127.98	1278.98	124.742
195.629	81.0242	183.508	41.0963
316.425	199.444	278.965	193.213
1149.97	90.1712	1173.72	60.7723
128.312	272.552	162.209	256.44
163.796	256.74	188.84	229.78
211.692	63.3191	147.861	1.14553
128.002	243.006	162.651	233.699
106.834	227.334	90.1554	256.517
10.1979	196.002	10.1658	227.999
1118.79	139.816	1149.88	134.306
101.348	261.408	127.66	276.878
59.5324	30.4381	81.1386	50.9091
880.261	626.678	851.208	620.948
31.9511	267.185	60.538	274.747
797.929	561.988	792.942	590.99
29.7461	18.3313	6.56589	0.566441
1197.03	59.4666	1210.18	84.9059
552.617	455.25	547.559	427.26
1250.98	140.316	1278.99	142.164
85.0052	40.9955	67.0184	20.1224
188.91	207.899	162.009	210.108
119.944	305.326	128.303	281.105
845.953	618.934	870.993	617.838
281.997	98.2307	160.013	97.1644
827.06	597.998	826.249	573.024
1043.01	464.79	1048.03	488.785
965.929	583.231	942.672	576.062
174.973	238.278	150.969	239.164
167.105	247.465	143.538	251.279
879.419	565.78	871.468	586.799
776.04	0.13096	779.021	21.9971
533.769	474.729	550.518	460.435
1047.32	490.979	1048.68	512.021
291.725	212.04	311.898	217.384
871.228	605.959	851.101	601.542
1100.54	151.946	1118.03	142.051
289.762	138.99	290.62	118.984
